participant,group,veriStim_resp.rt,veriStim_resp.corr,mult_type,error_distance,interferenceScore,problemType,problemSize,interferenceLevel,mult_problem
10021,ABC,4.839,1,correct,0,17,non-tie,large-sized,high,9 × 7 = 63
10021,ABC,1.115,1,correct,0,3,non-tie,small-sized,low,2 × 6 = 12
10021,ABC,1.814,1,lure,2,0,non-tie,small-sized,low,3 × 2 = 4
10021,ABC,1.097,1,correct,0,10,non-tie,small-sized,high,3 × 4 = 12
10021,ABC,1.1,1,correct,0,12,non-tie,small-sized,high,6 × 4 = 24
10021,ABC,1.668,1,correct,0,9,non-tie,large-sized,high,3 × 9 = 27
10021,ABC,1.95,1,correct,0,13,non-tie,small-sized,high,3 × 8 = 24
10021,ABC,2.182,1,lure,6,13,non-tie,large-sized,high,9 × 6 = 48
10021,ABC,2.586,1,lure,3,9,non-tie,large-sized,high,9 × 3 = 24
10021,ABC,1.198,1,correct,0,13,non-tie,small-sized,high,8 × 3 = 24
10021,ABC,1.998,1,lure,5,3,tie,small-sized,low,5 × 5 = 20
10021,ABC,1.166,1,correct,0,9,non-tie,large-sized,high,9 × 4 = 36
10021,ABC,1.703,1,lure,3,2,non-tie,small-sized,low,3 × 5 = 18
10021,ABC,2.105,1,lure,4,5,tie,small-sized,low,4 × 4 = 12
10021,ABC,1.831,1,lure,6,11,non-tie,large-sized,high,8 × 6 = 42
10021,ABC,1.499,1,lure,4,10,non-tie,small-sized,high,4 × 3 = 16
10021,ABC,2.821,1,lure,6,22,non-tie,large-sized,high,6 × 7 = 48
10021,ABC,1.2,1,lure,3,2,non-tie,small-sized,low,5 × 3 = 12
10021,ABC,1.463,1,correct,0,13,non-tie,small-sized,high,3 × 7 = 21
10021,ABC,1.464,1,lure,3,8,non-tie,small-sized,high,3 × 6 = 21
10021,ABC,1.185,1,correct,0,13,non-tie,small-sized,high,7 × 3 = 21
10021,ABC,2.647,0,correct,0,17,non-tie,large-sized,high,4 × 7 = 28
10021,ABC,0.934,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
10021,ABC,6.703,1,lure,4,17,non-tie,large-sized,high,4 × 7 = 32
10021,ABC,4.997,1,lure,9,17,non-tie,large-sized,high,7 × 9 = 54
10021,ABC,0.964,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
10021,ABC,1.714,1,lure,5,6,non-tie,large-sized,low,5 × 6 = 35
10021,ABC,1.032,1,lure,2,0,tie,small-sized,low,2 × 2 = 6
10021,ABC,1.832,1,correct,0,7,non-tie,small-sized,low,2 × 8 = 16
10021,ABC,2.365,1,lure,7,17,non-tie,large-sized,high,9 × 7 = 56
10021,ABC,2.773,1,lure,4,17,non-tie,large-sized,high,7 × 4 = 24
10021,ABC,1.463,1,lure,2,4,non-tie,small-sized,low,2 × 7 = 16
10021,ABC,1.884,1,lure,2,1,non-tie,small-sized,low,2 × 4 = 10
10021,ABC,1.499,1,lure,5,0,non-tie,small-sized,low,5 × 2 = 15
10021,ABC,2.179,1,lure,6,22,non-tie,large-sized,high,7 × 6 = 36
10021,ABC,1.653,1,lure,9,9,non-tie,large-sized,high,3 × 9 = 18
10021,ABC,1.013,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
10021,ABC,1.782,1,correct,0,9,non-tie,large-sized,high,7 × 8 = 56
10021,ABC,1.248,1,lure,2,3,non-tie,small-sized,low,2 × 6 = 14
10021,ABC,1.831,1,correct,0,13,non-tie,large-sized,high,9 × 6 = 54
10021,ABC,1.034,1,correct,0,0,non-tie,small-sized,low,2 × 5 = 10
10021,ABC,2.199,1,correct,0,11,non-tie,large-sized,high,8 × 6 = 48
10021,ABC,0.848,1,correct,0,8,non-tie,small-sized,high,4 × 5 = 20
10021,ABC,1.782,1,lure,4,8,non-tie,small-sized,high,5 × 4 = 16
10021,ABC,2.567,1,correct,0,25,non-tie,large-sized,high,4 × 8 = 32
10021,ABC,1.032,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
10021,ABC,1.756,1,lure,3,13,non-tie,small-sized,high,3 × 7 = 24
10021,ABC,1.122,1,correct,0,6,non-tie,large-sized,low,9 × 5 = 45
10021,ABC,1.163,1,lure,9,6,tie,large-sized,low,9 × 9 = 90
10021,ABC,1.035,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
10021,ABC,1.121,1,correct,0,4,non-tie,small-sized,low,2 × 7 = 14
10021,ABC,0.814,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
10021,ABC,1.099,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
10021,ABC,0.971,1,lure,2,7,non-tie,small-sized,low,9 × 2 = 16
10021,ABC,0.831,1,correct,0,6,non-tie,large-sized,low,6 × 5 = 30
10021,ABC,2.883,1,lure,9,13,non-tie,large-sized,high,6 × 9 = 45
10021,ABC,1.497,1,lure,3,0,tie,small-sized,low,3 × 3 = 6
10021,ABC,1.146,1,correct,0,7,non-tie,small-sized,low,9 × 2 = 18
10021,ABC,1.23,1,lure,9,9,non-tie,large-sized,high,4 × 9 = 27
10021,ABC,1.419,1,correct,0,19,non-tie,large-sized,high,8 × 9 = 72
10021,ABC,1.232,1,correct,0,8,non-tie,small-sized,high,3 × 6 = 18
10021,ABC,2.7,1,lure,4,5,tie,small-sized,low,4 × 4 = 20
10021,ABC,3.297,1,lure,4,25,non-tie,large-sized,high,4 × 8 = 36
10021,ABC,4.136,1,correct,0,22,non-tie,large-sized,high,6 × 7 = 42
10021,ABC,1.263,1,lure,4,25,non-tie,large-sized,high,8 × 4 = 28
10021,ABC,6.491,1,lure,9,19,non-tie,large-sized,high,8 × 9 = 63
10021,ABC,1.095,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
10021,ABC,1.248,1,correct,0,13,non-tie,large-sized,high,6 × 9 = 54
10021,ABC,2.881,1,lure,9,6,non-tie,large-sized,low,5 × 9 = 36
10021,ABC,3.531,1,correct,0,9,non-tie,large-sized,high,4 × 9 = 36
10021,ABC,0.948,1,correct,0,0,non-tie,small-sized,low,2 × 3 = 6
10021,ABC,0.715,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
10021,ABC,0.806,1,correct,0,7,non-tie,small-sized,low,2 × 9 = 18
10021,ABC,4.298,1,lure,7,9,non-tie,large-sized,high,7 × 8 = 63
10021,ABC,3.251,1,lure,3,13,non-tie,small-sized,high,8 × 3 = 21
10021,ABC,10.347,1,lure,7,9,non-tie,large-sized,high,8 × 7 = 49
10021,ABC,1.744,1,lure,5,9,non-tie,large-sized,high,5 × 8 = 45
10021,ABC,4.395,1,lure,8,19,non-tie,large-sized,high,9 × 8 = 64
10021,ABC,1.317,1,correct,0,7,non-tie,small-sized,low,8 × 2 = 16
10021,ABC,1.563,1,lure,5,7,non-tie,large-sized,low,5 × 7 = 40
10021,ABC,1.448,1,correct,0,0,non-tie,small-sized,low,5 × 2 = 10
10021,ABC,1.514,1,lure,4,12,non-tie,small-sized,high,6 × 4 = 20
10021,ABC,2.205,1,lure,5,3,tie,small-sized,low,5 × 5 = 30
10021,ABC,1.246,1,lure,7,7,tie,large-sized,low,7 × 7 = 42
10021,ABC,1.316,1,correct,0,12,non-tie,small-sized,high,4 × 6 = 24
10021,ABC,2.98,1,lure,3,8,non-tie,small-sized,high,6 × 3 = 15
10021,ABC,4.918,1,correct,0,19,non-tie,large-sized,high,9 × 8 = 72
10021,ABC,1.8,0,lure,2,0,tie,small-sized,low,2 × 2 = 2
10021,ABC,2.288,1,lure,5,6,non-tie,large-sized,low,9 × 5 = 40
10021,ABC,1.731,1,lure,4,8,non-tie,small-sized,high,4 × 5 = 24
10021,ABC,1.763,1,correct,0,1,non-tie,small-sized,low,4 × 2 = 8
10021,ABC,1.463,1,correct,0,4,non-tie,small-sized,low,7 × 2 = 14
10021,ABC,1.082,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
10021,ABC,1.183,1,lure,3,13,non-tie,small-sized,high,7 × 3 = 18
10021,ABC,1.58,1,lure,2,1,non-tie,small-sized,low,4 × 2 = 6
10021,ABC,1.195,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
10021,ABC,1.547,1,lure,5,7,non-tie,large-sized,low,7 × 5 = 30
10021,ABC,1.205,1,lure,5,9,non-tie,large-sized,high,8 × 5 = 35
10021,ABC,1.08,1,lure,2,7,non-tie,small-sized,low,2 × 8 = 18
10021,ABC,1.151,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
10021,ABC,2.233,1,lure,2,7,non-tie,small-sized,low,8 × 2 = 14
10021,ABC,1.496,1,correct,0,2,non-tie,small-sized,low,5 × 3 = 15
10021,ABC,1.646,1,correct,0,4,non-tie,small-sized,low,7 × 2 = 14
10021,ABC,2.952,1,lure,7,7,tie,large-sized,low,7 × 7 = 56
10021,ABC,2.35,1,lure,5,0,non-tie,small-sized,low,5 × 2 = 15
10021,ABC,2.471,1,lure,9,6,non-tie,large-sized,low,5 × 9 = 36
10021,ABC,2.912,1,lure,2,7,non-tie,small-sized,low,8 × 2 = 14
10021,ABC,1.969,1,lure,2,0,non-tie,small-sized,low,2 × 5 = 12
10021,ABC,3.904,1,lure,9,17,non-tie,large-sized,high,7 × 9 = 54
10021,ABC,1.917,1,lure,3,13,non-tie,small-sized,high,3 × 8 = 27
10021,ABC,3.979,1,correct,0,9,non-tie,large-sized,high,9 × 4 = 36
10021,ABC,1.204,1,lure,4,5,tie,small-sized,low,4 × 4 = 12
10021,ABC,1.181,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
10021,ABC,2.119,1,lure,2,3,non-tie,small-sized,low,6 × 2 = 10
10021,ABC,1.465,1,correct,0,7,non-tie,large-sized,low,7 × 5 = 35
10021,ABC,1.681,1,lure,2,4,non-tie,small-sized,low,2 × 7 = 16
10021,ABC,1.737,1,correct,0,13,non-tie,large-sized,high,9 × 6 = 54
10021,ABC,1.385,1,lure,5,3,tie,small-sized,low,5 × 5 = 30
10021,ABC,2.647,1,lure,6,4,tie,large-sized,low,6 × 6 = 42
10021,ABC,1.702,1,lure,7,7,tie,large-sized,low,7 × 7 = 42
10021,ABC,1.664,1,lure,2,0,tie,small-sized,low,2 × 2 = 6
10021,ABC,1.062,1,correct,0,0,non-tie,small-sized,low,5 × 2 = 10
10021,ABC,5.332,1,lure,9,19,non-tie,large-sized,high,8 × 9 = 63
10021,ABC,1.18,1,lure,4,10,non-tie,small-sized,high,4 × 3 = 16
10021,ABC,0.998,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
10021,ABC,0.986,1,correct,0,6,non-tie,large-sized,low,6 × 5 = 30
10021,ABC,0.978,1,lure,5,3,tie,small-sized,low,5 × 5 = 20
10021,ABC,1.029,1,correct,0,0,non-tie,small-sized,low,2 × 5 = 10
10021,ABC,1.148,1,correct,0,3,non-tie,small-sized,low,6 × 2 = 12
10021,ABC,1.301,1,lure,5,9,non-tie,large-sized,high,5 × 8 = 45
10021,ABC,1.735,1,correct,0,19,non-tie,large-sized,high,9 × 8 = 72
10021,ABC,1.265,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
10021,ABC,2.551,1,lure,4,17,non-tie,large-sized,high,4 × 7 = 32
10021,ABC,1.781,1,lure,3,13,non-tie,small-sized,high,8 × 3 = 21
10021,ABC,1.052,1,correct,0,7,non-tie,large-sized,low,5 × 7 = 35
10021,ABC,1.648,1,lure,3,2,non-tie,small-sized,low,3 × 5 = 18
10021,ABC,2.829,1,lure,5,9,non-tie,large-sized,high,8 × 5 = 35
10021,ABC,1.714,1,correct,0,0,non-tie,small-sized,low,3 × 2 = 6
10021,ABC,1.92,1,correct,0,25,non-tie,large-sized,high,8 × 4 = 32
10021,ABC,4.968,0,lure,5,7,non-tie,large-sized,low,5 × 7 = 40
10021,ABC,2.016,1,correct,0,1,non-tie,small-sized,low,2 × 4 = 8
10021,ABC,1.614,1,lure,3,0,tie,small-sized,low,3 × 3 = 6
10021,ABC,1.532,1,lure,2,0,non-tie,small-sized,low,3 × 2 = 4
10021,ABC,1.182,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
10021,ABC,1.329,1,lure,2,7,non-tie,small-sized,low,9 × 2 = 16
10021,ABC,1.038,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
10021,ABC,1.738,1,lure,9,9,non-tie,large-sized,high,3 × 9 = 18
10021,ABC,1.696,1,correct,0,8,non-tie,small-sized,high,3 × 6 = 18
10021,ABC,1.697,1,lure,2,0,non-tie,small-sized,low,2 × 3 = 8
10021,ABC,5.599,1,lure,4,9,non-tie,large-sized,high,9 × 4 = 32
10021,ABC,2.008,1,correct,0,19,non-tie,large-sized,high,8 × 9 = 72
10021,ABC,1.014,1,lure,9,6,tie,large-sized,low,9 × 9 = 90
10021,ABC,1.781,1,lure,7,9,non-tie,large-sized,high,8 × 7 = 49
10021,ABC,1.065,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
10021,ABC,0.849,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
10021,ABC,2.983,1,correct,0,22,non-tie,large-sized,high,6 × 7 = 42
10021,ABC,1.022,1,lure,9,7,non-tie,small-sized,low,2 × 9 = 27
10021,ABC,1.264,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
10021,ABC,1.121,1,correct,0,8,non-tie,small-sized,high,6 × 3 = 18
10021,ABC,4.096,1,correct,0,17,non-tie,large-sized,high,7 × 9 = 63
10021,ABC,3.111,1,lure,4,5,tie,small-sized,low,4 × 4 = 20
10021,ABC,7.346,1,lure,7,17,non-tie,large-sized,high,9 × 7 = 56
10021,ABC,5.428,1,lure,6,22,non-tie,large-sized,high,7 × 6 = 36
10021,ABC,1.53,1,correct,0,6,non-tie,large-sized,low,9 × 5 = 45
10021,ABC,1.198,1,correct,0,13,non-tie,small-sized,high,3 × 7 = 21
10021,ABC,0.865,1,correct,0,1,non-tie,small-sized,low,4 × 2 = 8
10021,ABC,4.603,1,lure,7,9,non-tie,large-sized,high,7 × 8 = 63
10021,ABC,1.448,1,lure,4,25,non-tie,large-sized,high,4 × 8 = 36
10021,ABC,1.099,1,lure,3,0,tie,small-sized,low,3 × 3 = 12
10021,ABC,1.473,1,correct,0,2,non-tie,small-sized,low,3 × 5 = 15
10021,ABC,1.529,1,lure,5,7,non-tie,large-sized,low,7 × 5 = 30
10021,ABC,1.504,1,lure,2,1,non-tie,small-sized,low,4 × 2 = 6
10021,ABC,1.28,1,correct,0,22,non-tie,large-sized,high,7 × 6 = 42
10021,ABC,3.715,1,correct,0,9,non-tie,large-sized,high,9 × 3 = 27
10021,ABC,1.019,1,correct,0,9,non-tie,large-sized,high,5 × 8 = 40
10021,ABC,1.68,1,lure,2,3,non-tie,small-sized,low,2 × 6 = 14
10021,ABC,1.383,1,lure,8,19,tie,large-sized,high,8 × 8 = 56
10021,ABC,1.328,1,correct,0,8,non-tie,small-sized,high,4 × 5 = 20
10021,ABC,0.964,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
10021,ABC,1.097,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
10021,ABC,0.929,1,correct,0,9,non-tie,large-sized,high,8 × 5 = 40
10021,ABC,1.706,1,correct,0,7,non-tie,small-sized,low,8 × 2 = 16
10021,ABC,1.269,1,lure,4,12,non-tie,small-sized,high,4 × 6 = 28
10021,ABC,0.948,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
10021,ABC,0.913,1,correct,0,10,non-tie,small-sized,high,4 × 3 = 12
10021,ABC,1.164,1,correct,0,17,non-tie,large-sized,high,7 × 4 = 28
10021,ABC,0.998,1,correct,0,10,non-tie,small-sized,high,3 × 4 = 12
10021,ABC,1.219,1,correct,0,13,non-tie,small-sized,high,8 × 3 = 24
10021,ABC,1.117,1,correct,0,4,non-tie,small-sized,low,2 × 7 = 14
10021,ABC,1.298,1,lure,6,4,tie,large-sized,low,6 × 6 = 30
10021,ABC,0.866,1,correct,0,3,non-tie,small-sized,low,2 × 6 = 12
10021,ABC,2.549,1,lure,4,25,non-tie,large-sized,high,8 × 4 = 28
10021,ABC,1.948,1,correct,0,13,non-tie,small-sized,high,3 × 8 = 24
10021,ABC,1.312,1,correct,0,7,non-tie,small-sized,low,2 × 8 = 16
10021,ABC,1.147,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
10021,ABC,0.916,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
10021,ABC,1.069,0,lure,5,6,non-tie,large-sized,low,9 × 5 = 40
10021,ABC,1.944,1,correct,0,17,non-tie,large-sized,high,4 × 7 = 28
10021,ABC,1.981,1,correct,0,11,non-tie,large-sized,high,8 × 6 = 48
10021,ABC,0.848,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
10021,ABC,3.663,1,correct,0,17,non-tie,large-sized,high,9 × 7 = 63
10021,ABC,1.363,1,lure,3,10,non-tie,small-sized,high,3 × 4 = 15
10021,ABC,3.166,1,lure,9,9,non-tie,large-sized,high,4 × 9 = 27
10021,ABC,1.416,1,correct,0,11,non-tie,large-sized,high,6 × 8 = 48
10021,ABC,1.213,1,correct,0,13,non-tie,small-sized,high,7 × 3 = 21
10021,ABC,1.013,1,lure,2,0,tie,small-sized,low,2 × 2 = 2
10021,ABC,3.287,1,correct,0,9,non-tie,large-sized,high,4 × 9 = 36
10021,ABC,3.534,1,correct,0,25,non-tie,large-sized,high,4 × 8 = 32
10021,ABC,1.446,1,lure,6,13,non-tie,large-sized,high,9 × 6 = 48
10021,ABC,1.133,1,lure,3,13,non-tie,small-sized,high,7 × 3 = 18
10021,ABC,1.464,1,correct,0,9,non-tie,large-sized,high,7 × 8 = 56
10021,ABC,1.426,1,lure,2,4,non-tie,small-sized,low,7 × 2 = 12
10021,ABC,1.372,1,lure,4,8,non-tie,small-sized,high,4 × 5 = 24
10021,ABC,1.286,1,lure,8,19,tie,large-sized,high,8 × 8 = 72
10021,ABC,2.517,1,lure,4,12,non-tie,small-sized,high,6 × 4 = 20
10021,ABC,1.213,1,correct,0,13,non-tie,large-sized,high,6 × 9 = 54
10021,ABC,1.297,1,correct,0,7,non-tie,small-sized,low,9 × 2 = 18
10021,ABC,1.651,1,correct,0,7,non-tie,small-sized,low,2 × 9 = 18
10021,ABC,1.116,1,correct,0,0,non-tie,small-sized,low,2 × 3 = 6
10021,ABC,1.18,1,correct,0,9,non-tie,large-sized,high,8 × 7 = 56
10021,ABC,1.23,1,lure,6,11,non-tie,large-sized,high,6 × 8 = 54
10021,ABC,2.518,1,lure,3,13,non-tie,small-sized,high,3 × 7 = 24
10021,ABC,1.513,1,lure,4,8,non-tie,small-sized,high,5 × 4 = 16
10021,ABC,2.248,1,lure,9,6,tie,large-sized,low,9 × 9 = 72
10021,ABC,1.037,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
10021,ABC,1.398,1,lure,2,1,non-tie,small-sized,low,2 × 4 = 10
10021,ABC,1.031,1,correct,0,2,non-tie,small-sized,low,5 × 3 = 15
10021,ABC,2.917,1,lure,4,17,non-tie,large-sized,high,7 × 4 = 24
10021,ABC,3.147,1,lure,6,11,non-tie,large-sized,high,8 × 6 = 42
10021,ABC,1.772,1,correct,0,6,non-tie,large-sized,low,5 × 6 = 30
10021,ABC,0.988,1,correct,0,12,non-tie,small-sized,high,6 × 4 = 24
10021,ABC,2.604,1,correct,0,9,non-tie,large-sized,high,3 × 9 = 27
10021,ABC,1.15,1,lure,3,2,non-tie,small-sized,low,5 × 3 = 12
10021,ABC,1.864,1,lure,3,8,non-tie,small-sized,high,3 × 6 = 21
10021,ABC,3.22,1,lure,3,9,non-tie,large-sized,high,9 × 3 = 24
10021,ABC,3.595,1,lure,9,13,non-tie,large-sized,high,6 × 9 = 45
10021,ABC,1.165,1,lure,5,6,non-tie,large-sized,low,6 × 5 = 25
10021,ABC,5.012,1,lure,8,19,non-tie,large-sized,high,9 × 8 = 64
10021,ABC,1.165,1,lure,5,6,non-tie,large-sized,low,5 × 6 = 35
10021,ABC,1.015,1,lure,3,8,non-tie,small-sized,high,6 × 3 = 15
10021,ABC,2.28,1,lure,6,22,non-tie,large-sized,high,6 × 7 = 48
10021,ABC,0.905,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
10021,ABC,0.8,1,correct,0,8,non-tie,small-sized,high,5 × 4 = 20
10021,ABC,1.055,1,lure,2,7,non-tie,small-sized,low,2 × 8 = 18
10021,ABC,1.248,1,correct,0,6,non-tie,large-sized,low,5 × 9 = 45
10021,ABC,1.363,1,correct,0,12,non-tie,small-sized,high,4 × 6 = 24
10022,BCA,4.7905,1,lure,5,6,non-tie,large-sized,low,9 × 5 = 40
10022,BCA,1.9976,1,correct,0,19,non-tie,large-sized,high,8 × 9 = 72
10022,BCA,1.4044,1,correct,0,1,non-tie,small-sized,low,2 × 4 = 8
10022,BCA,1.291,1,correct,0,12,non-tie,small-sized,high,4 × 6 = 24
10022,BCA,2.0224,1,lure,4,12,non-tie,small-sized,high,4 × 6 = 28
10022,BCA,1.8319,1,correct,0,0,non-tie,small-sized,low,2 × 5 = 10
10022,BCA,1.9123000000000001,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
10022,BCA,0.6919,0,lure,2,0,non-tie,small-sized,low,3 × 2 = 4
10022,BCA,2.5916,1,lure,7,7,tie,large-sized,low,7 × 7 = 56
10022,BCA,0.9911,0,lure,3,2,non-tie,small-sized,low,3 × 5 = 18
10022,BCA,1.9981,1,lure,9,19,non-tie,large-sized,high,8 × 9 = 63
10022,BCA,4.19,1,lure,5,9,non-tie,large-sized,high,8 × 5 = 35
10022,BCA,4.6966,1,correct,0,13,non-tie,large-sized,high,9 × 6 = 54
10022,BCA,1.4517,1,correct,0,12,non-tie,small-sized,high,6 × 4 = 24
10022,BCA,1.9402,1,lure,6,13,non-tie,large-sized,high,9 × 6 = 48
10022,BCA,2.9825,1,correct,0,4,non-tie,small-sized,low,2 × 7 = 14
10022,BCA,8.491,1,lure,3,2,non-tie,small-sized,low,5 × 3 = 12
10022,BCA,3.9245,1,lure,4,8,non-tie,small-sized,high,4 × 5 = 24
10022,BCA,2.0956,1,lure,6,22,non-tie,large-sized,high,7 × 6 = 36
10022,BCA,1.6284,1,lure,8,19,tie,large-sized,high,8 × 8 = 56
10022,BCA,1.7598,1,lure,9,6,tie,large-sized,low,9 × 9 = 72
10022,BCA,1.277,1,correct,0,6,non-tie,large-sized,low,6 × 5 = 30
10022,BCA,2.1376,1,correct,0,7,non-tie,large-sized,low,5 × 7 = 35
10022,BCA,1.541,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
10022,BCA,1.4939,1,lure,5,0,non-tie,small-sized,low,5 × 2 = 15
10022,BCA,2.6246,1,lure,3,9,non-tie,large-sized,high,9 × 3 = 24
10022,BCA,1.3187,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
10022,BCA,2.977,1,lure,7,17,non-tie,large-sized,high,9 × 7 = 56
10022,BCA,0.8717,1,correct,0,9,non-tie,large-sized,high,8 × 5 = 40
10022,BCA,0.9732,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
10022,BCA,1.4669,1,lure,9,13,non-tie,large-sized,high,6 × 9 = 45
10022,BCA,1.5406,1,lure,6,4,tie,large-sized,low,6 × 6 = 42
10022,BCA,1.3945,1,lure,9,9,non-tie,large-sized,high,3 × 9 = 18
10022,BCA,1.7983,1,correct,0,8,non-tie,small-sized,high,3 × 6 = 18
10022,BCA,1.161,1,lure,2,7,non-tie,small-sized,low,9 × 2 = 16
10022,BCA,1.6046,1,lure,3,13,non-tie,small-sized,high,3 × 8 = 27
10022,BCA,1.0296,1,correct,0,9,non-tie,large-sized,high,5 × 8 = 40
10022,BCA,1.2301,1,lure,2,0,non-tie,small-sized,low,2 × 5 = 12
10022,BCA,1.0642,1,lure,5,3,tie,small-sized,low,5 × 5 = 30
10022,BCA,0.9899,1,correct,0,0,non-tie,small-sized,low,2 × 3 = 6
10022,BCA,1.2382,1,correct,0,0,non-tie,small-sized,low,5 × 2 = 10
10022,BCA,0.9374,1,lure,5,7,non-tie,large-sized,low,5 × 7 = 40
10022,BCA,1.1134,1,lure,3,13,non-tie,small-sized,high,3 × 7 = 24
10022,BCA,1.1,0,correct,0,22,non-tie,large-sized,high,7 × 6 = 42
10022,BCA,1.2281,1,lure,3,13,non-tie,small-sized,high,8 × 3 = 21
10022,BCA,0.8622,1,lure,6,4,tie,large-sized,low,6 × 6 = 30
10022,BCA,0.5429,0,correct,0,13,non-tie,small-sized,high,3 × 8 = 24
10022,BCA,0.8613,1,lure,3,8,non-tie,small-sized,high,3 × 6 = 21
10022,BCA,0.9955,1,lure,7,9,non-tie,large-sized,high,7 × 8 = 63
10022,BCA,0.9922,1,lure,4,12,non-tie,small-sized,high,6 × 4 = 20
10022,BCA,1.2043,1,correct,0,11,non-tie,large-sized,high,6 × 8 = 48
10022,BCA,0.8393,1,correct,0,2,non-tie,small-sized,low,5 × 3 = 15
10022,BCA,1.0942,1,lure,5,6,non-tie,large-sized,low,6 × 5 = 25
10022,BCA,2.1534,1,correct,0,6,non-tie,large-sized,low,9 × 5 = 45
10022,BCA,2.0901,1,lure,5,6,non-tie,large-sized,low,5 × 6 = 35
10022,BCA,1.1043,0,correct,0,5,tie,small-sized,low,4 × 4 = 16
10022,BCA,1.16,1,lure,2,0,tie,small-sized,low,2 × 2 = 6
10022,BCA,0.9327,1,correct,0,3,non-tie,small-sized,low,2 × 6 = 12
10022,BCA,1.1615,1,lure,2,1,non-tie,small-sized,low,4 × 2 = 6
10022,BCA,1.1598,1,lure,2,3,non-tie,small-sized,low,6 × 2 = 10
10022,BCA,2.8599,0,correct,0,17,non-tie,large-sized,high,9 × 7 = 63
10022,BCA,1.182,1,correct,0,13,non-tie,small-sized,high,8 × 3 = 24
10022,BCA,3.656,1,correct,0,19,non-tie,large-sized,high,9 × 8 = 72
10022,BCA,1.2256,1,lure,7,7,tie,large-sized,low,7 × 7 = 42
10022,BCA,1.8708,1,lure,4,10,non-tie,small-sized,high,4 × 3 = 16
10022,BCA,1.8559,1,lure,8,19,tie,large-sized,high,8 × 8 = 72
10022,BCA,2.8026,1,lure,2,0,non-tie,small-sized,low,2 × 3 = 8
10022,BCA,1.4107,1,correct,0,11,non-tie,large-sized,high,8 × 6 = 48
10022,BCA,1.3921,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
10022,BCA,2.4445,1,lure,4,17,non-tie,large-sized,high,7 × 4 = 24
10022,BCA,1.3122,1,correct,0,17,non-tie,large-sized,high,4 × 7 = 28
10022,BCA,1.3041,1,correct,0,9,non-tie,large-sized,high,7 × 8 = 56
10022,BCA,1.2701,1,lure,2,4,non-tie,small-sized,low,2 × 7 = 16
10022,BCA,7.2999,1,correct,0,7,non-tie,large-sized,low,7 × 5 = 35
10022,BCA,6.7538,1,lure,7,9,non-tie,large-sized,high,8 × 7 = 49
10022,BCA,1.1283,1,lure,5,3,tie,small-sized,low,5 × 5 = 20
10022,BCA,1.263,1,lure,3,0,tie,small-sized,low,3 × 3 = 6
10022,BCA,1.2145,1,correct,0,10,non-tie,small-sized,high,3 × 4 = 12
10022,BCA,3.4232,1,lure,4,25,non-tie,large-sized,high,4 × 8 = 36
10022,BCA,2.0899,1,lure,9,7,non-tie,small-sized,low,2 × 9 = 27
10022,BCA,0.8909,1,correct,0,6,non-tie,large-sized,low,5 × 6 = 30
10022,BCA,0.9494,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
10022,BCA,1.4281,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
10022,BCA,1.2156,1,correct,0,9,non-tie,large-sized,high,4 × 9 = 36
10022,BCA,1.292,1,correct,0,25,non-tie,large-sized,high,4 × 8 = 32
10022,BCA,1.0946,1,correct,0,0,non-tie,small-sized,low,3 × 2 = 6
10022,BCA,0.7922,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
